"","Region","Dataset","TSid","Archive","Category","Proxy","Season","Interp","Direction","PublicationDOI","SourceURL","AgeRange","Resolution","AgeControlN","AgeControlMax","Lat","Lon"
"486","NZ","Hollywoodcave.Whittaker.2011","S2LR508v90zCF5","Speleothem","Speleothem (δ13C)","d13C","Annual","P-E","negative","https://doi.org/10.1130/g31827.1","http://dx.doi.org/10.17864/1947.256","4.1 - 0",12,"5","1322.3008",-41.95,171.47
"487","NZ","Ruakuricave.Whittaker.2008","S2LRAnGQ24xzrA","Speleothem","Speleothem (δ13C)","d13C","Annual","P","negative","Whittaker, T. E. (2008). High-Resolution Speleothem-Based Palaeoclimate Records From New Zealand Reveal Robust Teleconnection To North Atlantic During MIS 1-4 (Thesis, Doctor of Philosophy (PhD)). The University of Waikato, Hamilton, New Zealand. Retrieved from https://hdl.handle.net/10289/2575","http://dx.doi.org/10.17864/1947.256","11.1 - 7.4",113,"4","1640",-36.27,175.08
"488","NZ","TeReingacave.Lorrey.2008","S2LRMfVuvM6F9K","Speleothem","Speleothem (δ13C)","d13C","Annual","P-E","negative","https://doi.org/10.1016/j.quaint.2007.09.039","http://dx.doi.org/10.17864/1947.256","9.3 - 0.2",15,"7","2784",-38.82,177.52
"489","NZ","Wazpretticave.Williams.2005","S2LRQTAjCiqPX4","Speleothem","Speleothem (δ13C)","d13C","Annual","P-E","negative","https://doi.org/10.1016/j.epsl.2004.10.024","http://dx.doi.org/10.17864/1947.256","12 - 4.9",63,"8","2415",-42.1,171.4
"490","RAR","CapeShpindler.Andreev.2001","lcRaeEm3p5q0v5R3dkJ","Ocean","Pollen (calibrated)","pollen","Annual","P","positive","Andreev, A.A., Manley, W.F., Ingolfsson, O. and Forman, S.L., 2001. Environmental changes on Yugorski Peninsula, Kara Sea, Russia, during the last 12,800 radiocarbon years. Global and Planetary Change, 31(1-4), pp.255-264.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 2.4",335,"8","1980",69.72,62.8
"491","RAR","DolgoeLake.Wolfe.2000","PYTNDP0RV0M","LakeSediment","Lake Sediment (δ18O)","d18O","Annual","P-E","negative","https://doi.org/10.1006/qres.2000.2124","https://www.ncei.noaa.gov/access/paleo-search/study/15444","10 - 0",306,"9","2580",71.87,127.07
"492","RAR","DolgoeLake.Wolfe.2000","PYTISXSSSBC","LakeSediment","Pollen (calibrated)","pollen","Annual","P","positive","https://doi.org/10.1006/qres.2000.2124","https://www.ncei.noaa.gov/access/paleo-search/study/15444","12 - 0.1",212,"9","2580",71.87,127.07
"493","RAR","PurTazPeatland.Peteet.1998","lcRhVCufSo9bBzCcMnH","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Peteet, D.M., Andreev, A.A., Bardeen, W. and Mistretta, F., 1998. Long-term Arctic peatland dynamics, vegetation and climate history of the Pur-Taz region, western Siberia. Boreas, 27(2), pp.115-126.","https://doi.pangaea.de/10.1594/PANGAEA.930512","10.4 - 4.8",80,"5","2000",66.7,79.73
"494","RFE","AlutLake.Anderson.2002","lcRDoKSlINMOkI1PqMf","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0",350,"14","2580",60.14,152.31
"495","RFE","GytgykaiLake.Anderson.2002","lcRy7IhuBaQ6uF11NxS","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 6.5",120,"2","2910",63.17,175
"496","RFE","KendegelukolLake.Blyakharchuk.2004","lcRKnkmvI3WSopJhUG5","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Blyakharchuk, T.A., Wright, H.E., Borodavko, P.S., van der Knaap, W.O. and Ammann, B., 2004. Late Glacial and Holocene vegetational changes on the Ulagan high-mountain plateau, Altai Mountains, southern Siberia. Palaeogeography, Palaeoclimatology, Palaeoecology, 209(1-4), pp.259-279.","https://doi.pangaea.de/10.1594/PANGAEA.930512","11.9 - 0",310,"6","3250",50,137.05
"497","RFE","Minamihama_MHWL1.Yamamoto.2022","WEB-af994-241c-4196-a6fa-3589e","Peat","Other (not calibrated)","d18O","Summer","P-E","negative","https://doi.org/10.1029/2021GL096611","https://www.ncei.noaa.gov/access/paleo-search/study/35393","4.4 - 0",97,"4","1730",45.11,141.27
"498","RFE","Qindeli.Xia.1988","lcRidlzjKtSWUMlPMg0","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Xia, Y.M., 1988. Preliminary study on vegetational development and climatic changes in the Sanjiang Plain in the last 12000 years. Scientia Geographica Sinica, 8(3), pp.240-249 (in Chinese).","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0.5",225,"8","3160",47.88,133.67
"499","RFE","Selitkan1Exposure.Anderson.2002","lcRKWdAzk5gaaCCDOMh","Peat","Pollen (calibrated)","pollen","Annual","P","positive","Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.","https://doi.pangaea.de/10.1594/PANGAEA.930512","7.9 - 0",60,"6","2530",53.22,135.05
"500","RFE","VecherniiRiver.Anderson.2002","lcR4HXbcw98F8bYyA5X","River","Pollen (calibrated)","pollen","Annual","P","positive","Anderson, P.M. and Lozhkin, A.V., 2002. Late Quaternary Vegetation and Climate of Siberia and the Russian Far East (Palynological and Radiocarbon Database). North East Science Center, Far East Branch, Russian Academy of Sciences, Magadan, Russia.","https://doi.pangaea.de/10.1594/PANGAEA.930512","7.1 - 0",220,"8","2100",63.28,147.75
"501","SAH","Bilma.Faure.1966","OLS_RPARZQXyu1l","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",18.75,13
"502","SAH","ChemchaneAderg.Chamard.1972","OLS_RajLAejX7H1","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",21,-12.12
"503","SAH","EnneriBardague.Bottcher.1972","OLS_RphnQDokp38","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",21.5,17
"504","SAH","Fachi.Faure.1966","OLS_RKoQn911SXJ","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",18.12,11.67
"505","SAH","GeoB7920-2.Collins.2013","WEB20f89efc","MarineSediment","Other (not calibrated)","particle size","Annual","P","positive","https://doi.org/10.5194/cp-9-1181-2013","https://doi.org/10.1594/PANGAEA.757457","12 - 0.5",306,"Not Available","Not Available",20.75,-18.58
"506","SAH","Nabta.Wendorf.1976","OLS_Rrtm3chd7C5","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",23,31
"507","SAH","OC437_07_GC37","WEBa0656c03","MarineSediment","Leaf Wax (δD)","dDwax","Annual","P","positive","https://doi.org/10..1126/sciadv.1601503","https://www.ncei.noaa.gov/access/paleo-search/study/21091","12 - 1.2",284,"6","3405",26.82,-15.45
"508","SAH","OC437_07_GC49","WEBc9694a07","MarineSediment","Leaf Wax (δD)","dDwax","Annual","P","positive","https://doi.org/10..1126/sciadv.1601503","https://www.ncei.noaa.gov/access/paleo-search/study/21091","12 - 1",433,"6","3115",23.21,-17.39
"509","SAH","OC437_07_GC68","WEBd1b743fa","MarineSediment","Leaf Wax (δD)","dDwax","Annual","P","positive","https://doi.org/10..1126/sciadv.1601503","https://www.ncei.noaa.gov/access/paleo-search/study/21091","12 - 2",239,"8","2310",19.36,-17.32
"510","SAH","Selima.Haynes.1979","OLS_R1vmDg2WuOy","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",21.32,29.34
"511","SAH","TermitOuestKandelBouzou.Faure.1963","OLS_RmpO87FXnN9","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",16.08,11.25
"512","SAM","LagoRogaguado_LR400.Brugger.2016","WEB4362aee7","LakeSediment","Other (not calibrated)","C/N","Annual","P-E","negative","https://doi.org/10.1016/j.quascirev.2015.11.001","https://doi.pangaea.de/10.1594/PANGAEA.924034","8.1 - 0",134,"Not Available","Not Available",-13.05,-65.95
"513","SAM","LagoUmayo.Baker.2009","WEB3a01bea5","LakeSediment","Lake Sediment (δ18O)","d18O","Annual","P","positive","https://doi.org/10.1007/978-90-481-2672-9_13","https://www.ncei.noaa.gov/access/paleo-search/study/19160","6.7 - 0.1",7,"1","6529",-15.44,-70.1
"514","SAM","LagunaLaGaiba.Fornace.2016","WEBeab5d1e0","LakeSediment","Other (not calibrated)","d13Cwax","Annual","P-E","negative","https://doi.org/10.1016/j.epsl.2016.01.007","https://www.ncdc.noaa.gov/paleo/study/19848","12 - 0",200,"Not Available","Not Available",-17.77,-57.72
"515","SAM","LagunaMandiore.Mayle.2019","WEBed535db2","LakeSediment","Pollen (not calibrated)","pollen","Annual","P-E","negative","https://doi.org/10.1017/qua.2019.55","https://data.neotomadb.org/47561","8.8 - 0",293,"Not Available","Not Available",-18.09,-57.56
"516","SAM","Titicaca.Baker.2001","WEBa6153aaf","LakeSediment","Other (not calibrated)","diatom","Annual","P-E","positive","https://doi.org/10.1126/science.291.5504.640","https://www.ncdc.noaa.gov/paleo/study/5485","12 - 2.9",150,"Not Available","Not Available",-16.13,-69.15
"517","SAM","Titicaca.Fornace.2014","WEBf46bc2c2","LakeSediment","Leaf Wax (δD)","dDwax","Summer","P","negative","https://doi.org/10.1016/j.epsl.2014.10.024","https://www.ncei.noaa.gov/access/paleo-search/study/17419","12 - 0.3",260,"8","3399",-15.94,-69.16
"518","SAS","Didwana.Singh.1972","OLS_R4YTlXp5Scl","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",27.33,74.58
"519","SAS","Kotumsarcave.Kaushal.2018","S2LRzUOF7LRvIn","Speleothem","Speleothem (δ18O)","d18O","Summer","P","negative","https://doi.org/10.20944/preprints201809.0380.v1","http://dx.doi.org/10.17864/1947.256","8.6 - 2.1",2,"10","2408",19,82
"520","SAS","LakeTianchi.Jiang.2019","lcRLUGwe6u9sNwCWBA0","Lake","Pollen (calibrated)","pollen","Annual","P","positive","Jiang, W., Leroy, S.A., Yang, S., Zhang, E., Wang, L., Yang, X. and Rioual, P., 2019. Synchronous strengthening of the Indian and East Asian monsoons in response to global warming since the last deglaciation. Geophysical Research Letters, 46(7), pp.3944-3952.","https://doi.pangaea.de/10.1594/PANGAEA.930512","12 - 0.2",355,"15","2000",25.87,99.28
"521","SAS","Mawmluhcave.Berkelhammer.2013","S2LRjdxDZIRfvJ","Speleothem","Speleothem (δ18O)","d18O","Summer","P","negative","https://doi.org/10.1029/2012gm001207","http://dx.doi.org/10.17864/1947.256","12 - 3.7",6,"11","1760",25.26,91.88
"522","SAS","Mawmluhcave.Berkelhammer.2013","S2LR7XglDiUCAP","Speleothem","Speleothem (δ18O)","d18O","Summer","P","negative","https://doi.org/10.1029/2012gm001207","http://dx.doi.org/10.17864/1947.256","12 - 5.5",59,"4","2352",25.26,91.88
"523","SAS","Mawmluhcave.Berkelhammer.2013","S2LR8MbMTROPjI","Speleothem","Speleothem (δ18O)","d18O","Summer","P","negative","https://doi.org/10.1029/2012gm001207","http://dx.doi.org/10.17864/1947.256","12 - 6.5",6,"16","915.441305100001",25.26,91.88
"524","SAS","Mawmluhcave.Berkelhammer.2013","S2LRE4ZUFzdUQT","Speleothem","Speleothem (δ18O)","d18O","Summer","P","negative","https://doi.org/10.1029/2012gm001207","http://dx.doi.org/10.17864/1947.256","12 - 6.6",27,"8","1170.1",25.26,91.88
"525","SAS","NGHP-16A.Ponton.2012","WEB1e5f0379","MarineSediment","Other (not calibrated)","d13C","Annual","P-E","negative","https://doi.org/10.1029/2011GL050722","https://doi.org/10.1029/2011GL050722","11.3 - 0",236,"10","2963",16.59,82.68
"526","SAS","SO188_342.ContrerasRosales.2014","WEB1afc8afc","MarineSediment","Leaf Wax (δD)","dDwax","Summer","P","negative","https://doi.org/10.1016/j.quascirev.2014.08.010","https://doi.org/10.1594/PANGAEA.836142","12 - 0",244,"6","3724",19.97,90.03
"527","SAU","Aus-WilkinsKeilambeteGnotuk","Aus_247","LakeSediment","Shoreline (Lake Level)","d18O","Annual","P-E","positive","https://doi.org/10.1177/0959683612472017","https://www.ncei.noaa.gov/access/paleo-search/study/22430","9.4 - 0",99,"Shoreline Dates","Not Available",-38.21,142.99
"528","SAU","Aus-WilkinsKeilambeteGnotuk","Aus_248","LakeSediment","Other (not calibrated)","particle size","Annual","P-E","negative","https://doi.org/10.1177/0959683612472017","https://www.ncei.noaa.gov/access/paleo-search/study/22430","9.4 - 0",99,"Not Available","Not Available",-38.21,142.99
"529","SAU","Aus-WilkinsKeilambeteGnotuk","Aus_257","LakeSediment","Other (not calibrated)","particle size","Annual","P-E","negative","https://doi.org/10.1177/0959683612472017","https://www.ncei.noaa.gov/access/paleo-search/study/22430","11.5 - 0.6",102,"Not Available","Not Available",-38.21,142.99
"530","SAU","Aus-WilkinsKeilambeteGnotuk","Aus_260","LakeSediment","Shoreline (Lake Level)","d18O","Annual","P-E","positive","https://doi.org/10.1177/0959683612472017","https://www.ncei.noaa.gov/access/paleo-search/study/22430","11.5 - 0.6",102,"Shoreline Dates","Not Available",-38.21,142.99
"531","SAU","Beatties.Macphail.1975","OLS_RcRjSZzb1Kg","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-42.67,146.63
"532","SAU","Bullenmerri.Buckley.1972","OLS_R9bib9fXM0c","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-38.25,143.12
"533","SAU","Eagle.Bradbury.1986b","OLS_RmAdBHcBBxv","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-42.67,146.5
"534","SAU","Frome.Bowler.1986","OLS_RTxbwsdvMwm","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-30.75,139.83
"535","SAU","George.Coventry.1976","OLS_RfoenkHHXTE","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-35.08,149.42
"536","SAU","Gnotuk.Barton.1980","OLS_RSllKp5JECx","LakeDeposits","Shoreline (Lake Level)","lakeLevel","Annual","P-E","negative","Street-Perrott, F.A., D.S. Marchand, N. Roberts, and S.P Harisson, 1989. Global Lake-Level Variations from 18,000 to 0 Years Ago: A Paleoclimatic Analysis. U.S. Department of Energy Technical Report 46, Washington, D.C. 20545. Distributed by National Technical Information Service, Springfield, VA 22161.","ftp://ftp.ncdc.noaa.gov/pub/data/paleo/paleolimnology/lakelevels/oxford/","12 - 0.5",1174,"Shoreline Dates","Not Available",-38.22,143.1
